CreditScore,Age,Tenure,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Total_Products_More Than 2 Products,Total_Products_One product,Total_Products_Two Products,Account_Balance_More Than zero Balance,Account_Balance_Zero Balance,label
712,3.367295829986474,3,1,1,189680.79,1,0,0,0,1,0,1,0,1,0,0
651,3.6888794541139363,1,0,0,174434.06,0,1,0,0,1,0,0,1,1,0,1
635,3.4965075614664802,5,1,0,122949.71,1,0,0,1,0,0,0,1,0,1,0
620,4.204692619390966,3,1,1,43486.73,1,0,0,1,0,0,0,1,0,1,0
556,4.110873864173311,2,1,1,94153.83,1,0,0,1,0,0,1,0,1,0,0
649,3.5553480614894135,4,1,1,192486.24,1,0,0,1,0,0,1,0,1,0,0
636,3.5263605246161616,2,0,1,53512.16,0,1,0,0,1,0,0,1,1,0,0
826,3.367295829986474,4,0,1,190200.53,0,0,1,1,0,0,1,0,1,0,0
490,3.6375861597263857,3,1,1,92797.23,0,0,1,1,0,0,1,0,1,0,0
652,3.4657359027997265,2,1,0,54628.11,1,0,0,1,0,0,0,1,0,1,0
658,3.6375861597263857,6,0,0,155665.76,1,0,0,1,0,0,1,0,1,0,0
742,3.4657359027997265,6,1,0,29023.03,1,0,0,0,1,0,1,0,1,0,0
580,3.5553480614894135,9,0,1,35671.45,0,1,0,0,1,0,1,0,1,0,0
627,3.6109179126442243,7,1,1,133031.96,0,1,0,1,0,0,1,0,1,0,0
714,3.970291913552122,1,1,1,72496.05,0,1,0,0,1,0,1,0,1,0,1
628,3.6888794541139363,10,1,0,103832.58,0,0,1,0,1,0,0,1,0,1,0
825,3.58351893845611,3,1,1,138344.7,1,0,0,1,0,0,1,0,1,0,0
512,3.6888794541139363,5,1,1,146457.83,1,0,0,0,1,0,0,1,0,1,0
752,3.58351893845611,2,1,1,45570.84,0,0,1,0,1,0,0,1,0,1,0
494,3.6375861597263857,7,1,1,6203.66,0,0,1,0,1,0,0,1,0,1,0
492,3.8918202981106265,2,1,1,167237.94,0,1,0,1,0,0,0,1,1,0,0
832,3.6888794541139363,9,1,1,134638.97,0,1,0,1,0,0,0,1,1,0,0
607,3.58351893845611,4,1,1,46416.36,0,0,1,1,0,0,1,0,1,0,0
677,3.295836866004329,2,1,1,20092.89,1,0,0,0,1,0,0,1,0,1,0
701,3.713572066704308,9,1,0,49405.93,0,1,0,0,1,0,1,0,1,0,0
775,3.4011973816621555,4,0,1,57461.13,0,0,1,0,1,0,0,1,0,1,0
708,3.5263605246161616,4,1,1,62868.33,1,0,0,1,0,0,1,0,0,1,0
558,3.713572066704308,6,1,1,143585.29,1,0,0,1,0,0,1,0,0,1,1
704,3.5553480614894135,3,1,1,40261.49,0,1,0,1,0,0,0,1,1,0,0
606,3.58351893845611,0,0,1,120138.27,0,0,1,0,1,0,1,0,1,0,0
697,3.6888794541139363,4,0,1,26543.28,1,0,0,0,1,0,0,1,0,1,0
482,4.007333185232471,5,0,1,78416.14,1,0,0,0,1,0,1,0,1,0,0
694,3.7376696182833684,8,1,0,36405.21,1,0,0,0,1,0,1,0,1,0,0
742,3.295836866004329,5,0,0,21793.59,0,1,0,0,1,0,0,1,1,0,0
751,3.6109179126442243,0,1,1,109309.29,0,1,0,1,0,0,1,0,1,0,0
690,3.4657359027997265,0,1,1,137916.49,0,1,0,0,1,0,0,1,1,0,0
733,3.091042453358316,5,1,1,117202.19,1,0,0,0,1,0,0,1,0,1,0
704,3.1780538303479458,7,1,0,162503.48,0,1,0,1,0,0,1,0,1,0,1
774,3.58351893845611,8,0,0,101828.39,0,0,1,1,0,0,1,0,1,0,0
598,3.912023005428146,5,0,1,64157.24,0,1,0,1,0,1,0,0,1,0,1
561,3.4965075614664802,6,1,0,45261.47,0,0,1,1,0,0,0,1,0,1,0
677,3.2188758248682006,3,1,0,179608.96,1,0,0,1,0,0,0,1,0,1,0
746,3.4339872044851463,2,1,1,174815.54,0,0,1,0,1,0,1,0,1,0,0
681,3.6109179126442243,7,1,1,72127.83,1,0,0,1,0,0,1,0,1,0,0
669,3.4339872044851463,6,1,0,40467.82,1,0,0,1,0,0,1,0,1,0,0
708,3.9318256327243257,8,1,1,92920.04,1,0,0,1,0,0,1,0,1,0,1
693,3.6109179126442243,6,1,1,38196.24,0,1,0,1,0,0,1,0,1,0,0
659,3.4965075614664802,8,0,1,1539.21,0,0,1,1,0,0,1,0,1,0,0
691,4.060443010546419,3,0,1,194930.3,1,0,0,0,1,0,1,0,0,1,1
589,3.332204510175204,7,1,0,151645.96,1,0,0,0,1,0,0,1,0,1,0
704,3.6109179126442243,9,1,1,135088.58,0,0,1,1,0,0,1,0,1,0,0
814,4.276666119016055,2,0,1,130853.03,0,0,1,1,0,0,0,1,0,1,0
744,3.713572066704308,2,1,0,197548.63,0,1,0,1,0,0,1,0,1,0,0
622,3.7376696182833684,9,0,0,72155.85,0,1,0,0,1,0,1,0,1,0,1
663,3.6109179126442243,8,1,0,118716.63,0,1,0,1,0,0,1,0,1,0,0
651,4.02535169073515,2,1,0,114522.68,1,0,0,0,1,0,1,0,0,1,1
706,3.7612001156935624,1,1,0,31962.77,0,0,1,1,0,0,0,1,0,1,0
714,3.8066624897703196,9,1,1,164117.69,0,1,0,1,0,0,0,1,1,0,0
716,3.7376696182833684,8,1,0,180800.42,0,0,1,0,1,0,0,1,0,1,0
569,3.4339872044851463,1,0,0,145528.22,0,0,1,0,1,0,1,0,1,0,0
778,3.4965075614664802,4,1,0,83556.65,0,1,0,1,0,0,0,1,1,0,0
603,3.828641396489095,4,1,1,86190.34,0,1,0,0,1,0,0,1,1,0,0
727,3.8918202981106265,7,1,0,190457.87,0,0,1,1,0,0,1,0,1,0,1
599,3.828641396489095,7,1,0,83282.21,0,0,1,1,0,0,0,1,1,0,0
559,3.367295829986474,1,0,0,155639.76,1,0,0,0,1,0,0,1,0,1,0
570,4.04305126783455,5,0,1,103660.31,0,1,0,1,0,0,1,0,1,0,0
604,3.4339872044851463,6,1,0,192029.19,1,0,0,0,1,0,1,0,1,0,0
619,3.2188758248682006,4,1,0,145524.36,1,0,0,0,1,0,1,0,0,1,0
607,3.6888794541139363,1,1,1,19842.22,0,0,1,0,1,0,1,0,1,0,0
850,3.5553480614894135,1,1,0,188574.12,1,0,0,1,0,0,1,0,1,0,1
850,3.58351893845611,6,0,1,41291.05,0,0,1,0,1,0,0,1,0,1,0
710,3.4965075614664802,1,1,0,168313.17,0,0,1,0,1,0,0,1,0,1,0
679,3.912023005428146,6,1,1,184017.98,0,1,0,1,0,0,0,1,1,0,0
850,3.4339872044851463,4,1,1,162149.07,0,0,1,1,0,0,1,0,1,0,0
759,3.4339872044851463,4,1,1,47832.82,0,1,0,0,1,0,1,0,1,0,0
611,3.4011973816621555,9,1,0,196332.45,1,0,0,1,0,0,1,0,1,0,0
693,3.8066624897703196,4,1,1,26589.56,0,0,1,1,0,0,0,1,0,1,0
775,4.30406509320417,0,1,1,134869.93,0,1,0,1,0,0,1,0,1,0,0
441,4.0943445622221,1,0,1,174381.23,1,0,0,0,1,0,1,0,1,0,0
438,3.4339872044851463,8,1,0,44937.01,0,1,0,0,1,0,1,0,1,0,0
693,4.219507705176107,2,1,1,59864.96,1,0,0,0,1,0,0,1,0,1,0
604,3.2188758248682006,7,1,1,35279.74,0,1,0,0,1,0,1,0,1,0,0
660,3.4339872044851463,1,1,1,137784.25,0,0,1,0,1,0,1,0,1,0,0
613,3.713572066704308,7,1,0,60297.72,1,0,0,0,1,0,0,1,0,1,0
592,4.007333185232471,8,1,1,128918.42,0,0,1,0,1,0,0,1,1,0,0
756,3.7376696182833684,9,1,0,35673.42,1,0,0,1,0,0,0,1,0,1,0
513,3.6888794541139363,3,1,0,105028.46,1,0,0,0,1,0,1,0,1,0,0
711,3.4657359027997265,1,1,0,126188.42,1,0,0,1,0,0,0,1,0,1,0
550,3.6109179126442243,3,1,1,179670.31,1,0,0,0,1,0,1,0,0,1,0
576,3.258096538021482,8,0,1,34101.06,0,0,1,0,1,0,0,1,0,1,0
733,3.4339872044851463,6,0,0,177994.81,0,1,0,0,1,0,0,1,1,0,0
771,4.04305126783455,4,0,0,85876.67,1,0,0,1,0,0,1,0,0,1,1
599,3.2188758248682006,6,1,1,24903.09,1,0,0,0,1,0,1,0,1,0,0
664,3.2188758248682006,6,1,1,108008.65,0,1,0,0,1,0,0,1,1,0,0
667,3.4339872044851463,1,1,1,28257.63,1,0,0,0,1,0,1,0,1,0,0
581,3.367295829986474,8,1,0,46735.19,0,0,1,1,0,0,0,1,0,1,0
631,3.6375861597263857,7,1,0,181605.85,0,0,1,0,1,0,0,1,0,1,0
563,3.828641396489095,8,1,0,163145.5,0,0,1,1,0,0,1,0,1,0,1
580,3.912023005428146,0,1,0,57541.08,1,0,0,0,1,0,1,0,1,0,1
579,3.332204510175204,6,1,0,145558.42,0,1,0,0,1,0,1,0,1,0,0
726,3.4011973816621555,8,1,1,147822.44,0,0,1,0,1,0,1,0,1,0,0
621,3.6109179126442243,9,1,0,9170.54,0,0,1,1,0,0,0,1,1,0,0
677,3.4011973816621555,1,0,1,174225.88,1,0,0,0,1,0,1,0,1,0,0
850,3.8501476017100584,10,0,0,26812.89,0,1,0,1,0,0,1,0,1,0,1
616,3.6109179126442243,5,0,0,154957.66,1,0,0,0,1,0,0,1,1,0,1
676,3.6109179126442243,10,1,1,166678.28,1,0,0,0,1,0,1,0,1,0,0
738,3.9889840465642745,4,0,1,55725.04,1,0,0,0,1,0,1,0,0,1,1
558,3.4657359027997265,10,1,0,190019.61,1,0,0,0,1,0,1,0,1,0,0
582,3.912023005428146,6,1,1,20344.02,0,1,0,1,0,0,0,1,1,0,0
524,3.332204510175204,7,0,1,147100.72,1,0,0,1,0,0,0,1,0,1,0
709,3.332204510175204,8,1,0,145251.35,0,1,0,0,1,0,0,1,1,0,0
754,3.6375861597263857,2,0,0,3524.69,1,0,0,1,0,0,0,1,0,1,0
770,3.828641396489095,9,1,1,14725.36,0,0,1,0,1,0,1,0,1,0,0
599,3.2188758248682006,7,1,1,79005.95,0,1,0,0,1,0,1,0,1,0,0
692,3.713572066704308,8,1,0,59354.24,0,1,0,1,0,0,1,0,1,0,1
771,3.6635616461296463,5,1,0,96270.64,1,0,0,0,1,0,0,1,0,1,0
754,4.04305126783455,2,1,1,70954.41,0,1,0,0,1,0,0,1,1,0,0
634,3.5263605246161616,8,1,1,123164.97,1,0,0,0,1,0,1,0,1,0,0
660,3.332204510175204,3,1,1,198069.71,0,0,1,1,0,0,1,0,1,0,0
575,3.4011973816621555,8,1,0,185341.63,0,0,1,1,0,0,0,1,0,1,0
850,3.6635616461296463,2,1,0,179451.42,1,0,0,1,0,0,0,1,0,1,0
711,3.4657359027997265,5,1,1,147720.27,0,0,1,0,1,0,0,1,0,1,0
555,3.5553480614894135,1,1,0,101667.0,0,0,1,1,0,0,0,1,0,1,0
642,4.127134385045092,7,1,1,61120.75,1,0,0,0,1,0,0,1,0,1,0
767,3.6109179126442243,7,1,1,24734.25,0,0,1,0,1,0,0,1,0,1,0
670,3.4657359027997265,4,0,1,134942.45,0,1,0,1,0,0,0,1,1,0,0
544,3.6109179126442243,2,1,1,57558.95,0,1,0,0,1,0,1,0,1,0,0
668,3.7612001156935624,10,1,1,100423.88,0,0,1,0,1,0,1,0,1,0,0
772,3.5263605246161616,7,1,1,121073.23,0,1,0,0,1,0,1,0,1,0,0
571,3.4011973816621555,4,1,0,145115.95,1,0,0,1,0,0,1,0,1,0,0
646,3.5553480614894135,6,0,1,164255.69,1,0,0,0,1,0,1,0,1,0,0
641,3.4339872044851463,10,1,0,91510.71,1,0,0,0,1,0,1,0,1,0,0
638,3.6109179126442243,2,1,1,37294.88,0,1,0,0,1,0,0,1,1,0,0
588,3.5263605246161616,10,1,0,79078.91,0,0,1,0,1,0,0,1,0,1,0
535,3.6109179126442243,3,1,1,9241.52,0,0,1,0,1,0,0,1,1,0,0
556,3.5553480614894135,10,1,1,192751.18,1,0,0,0,1,0,0,1,0,1,0
711,3.4965075614664802,1,0,0,41590.4,1,0,0,0,1,0,1,0,0,1,0
430,4.0943445622221,7,1,0,161937.62,1,0,0,1,0,0,1,0,1,0,1
850,4.007333185232471,0,1,1,83617.17,0,1,0,0,1,0,1,0,1,0,1
688,3.8066624897703196,9,0,0,129870.93,0,1,0,0,1,0,1,0,1,0,0
667,3.4339872044851463,3,1,1,189657.26,1,0,0,0,1,0,1,0,1,0,0
757,3.4011973816621555,3,0,1,198341.15,0,0,1,0,1,0,1,0,1,0,0
549,3.58351893845611,6,0,0,83983.39,0,1,0,0,1,0,1,0,1,0,1
679,3.871201010907891,8,1,0,23344.94,1,0,0,0,1,0,0,1,0,1,0
563,3.7376696182833684,6,1,0,154347.95,0,0,1,1,0,0,0,1,1,0,1
650,3.713572066704308,9,0,1,191599.67,0,0,1,0,1,0,0,1,0,1,0
525,3.4965075614664802,5,1,0,161002.29,0,0,1,0,1,0,0,1,0,1,0
789,3.7612001156935624,9,1,1,60176.1,0,1,0,1,0,0,0,1,1,0,0
562,4.127134385045092,3,1,0,105986.01,1,0,0,0,1,0,0,1,0,1,0
673,3.4339872044851463,1,0,1,38802.03,1,0,0,0,1,0,1,0,1,0,0
681,3.4011973816621555,2,1,0,68985.99,0,0,1,0,1,0,1,0,1,0,0
689,3.332204510175204,2,0,0,78591.15,0,1,0,1,0,0,0,1,1,0,0
761,4.127134385045092,5,0,0,86920.97,0,1,0,0,1,0,1,0,1,0,1
656,3.6109179126442243,7,1,0,153157.97,1,0,0,0,1,0,1,0,1,0,0
663,3.58351893845611,10,1,0,136349.55,1,0,0,0,1,0,0,1,0,1,0
775,3.6375861597263857,4,1,1,15795.88,0,1,0,1,0,0,0,1,1,0,1
535,3.8918202981106265,3,0,0,61820.41,1,0,0,1,0,0,1,0,0,1,1
850,3.784189633918261,7,1,0,104240.77,0,0,1,0,1,0,1,0,1,0,1
556,3.6888794541139363,8,1,0,62112.7,1,0,0,1,0,0,0,1,0,1,0
762,3.332204510175204,2,1,0,167909.52,1,0,0,0,1,0,0,1,0,1,0
691,3.58351893845611,7,0,0,75664.56,0,0,1,0,1,0,1,0,1,0,1
506,3.5263605246161616,4,1,1,159235.29,1,0,0,1,0,0,1,0,1,0,0
561,3.332204510175204,7,1,0,7797.01,1,0,0,0,1,0,0,1,0,1,0
736,3.367295829986474,9,0,0,176152.7,1,0,0,1,0,0,0,1,0,1,0
516,3.367295829986474,2,1,0,157378.5,1,0,0,1,0,0,1,0,1,0,0
658,3.6109179126442243,3,0,0,70370.24,0,1,0,0,1,0,0,1,1,0,0
771,3.4657359027997265,9,0,0,33143.04,0,1,0,0,1,0,1,0,1,0,0
781,3.332204510175204,4,1,0,177703.15,1,0,0,1,0,0,0,1,0,1,0
621,3.8501476017100584,0,1,1,133831.37,1,0,0,0,1,0,1,0,0,1,1
581,3.2188758248682006,5,1,0,150319.49,1,0,0,0,1,0,0,1,1,0,0
666,3.7612001156935624,5,1,0,29346.1,0,0,1,0,1,0,0,1,0,1,0
589,3.828641396489095,10,1,0,37024.28,1,0,0,1,0,0,0,1,1,0,0
729,3.5263605246161616,9,0,1,105409.31,1,0,0,1,0,0,1,0,1,0,0
850,3.5553480614894135,3,1,0,183566.78,1,0,0,0,1,0,1,0,1,0,0
608,3.6109179126442243,5,0,0,160593.41,1,0,0,0,1,0,0,1,1,0,0
678,3.258096538021482,3,1,0,4989.33,1,0,0,0,1,0,0,1,0,1,0
850,3.4965075614664802,3,1,1,11159.19,1,0,0,1,0,0,0,1,0,1,0
607,3.8918202981106265,9,1,0,103068.22,1,0,0,1,0,0,0,1,1,0,0
757,3.4657359027997265,9,1,0,115950.96,1,0,0,0,1,0,0,1,0,1,0
629,3.6888794541139363,9,1,0,175877.7,1,0,0,1,0,0,1,0,1,0,1
810,4.23410650459726,3,1,1,110509.9,0,1,0,0,1,0,1,0,1,0,0
687,3.4011973816621555,6,0,0,179206.92,1,0,0,1,0,0,0,1,0,1,0
850,3.58351893845611,3,1,0,195033.07,1,0,0,0,1,0,0,1,0,1,0
781,3.5553480614894135,7,1,1,173837.54,0,1,0,0,1,0,0,1,1,0,0
630,3.4011973816621555,3,0,1,10486.69,0,0,1,0,1,0,0,1,0,1,0
570,4.110873864173311,6,1,1,45214.04,1,0,0,1,0,0,1,0,1,0,0
572,3.4965075614664802,5,0,1,41139.05,1,0,0,0,1,0,1,0,0,1,0
775,3.4339872044851463,9,1,0,169278.51,1,0,0,0,1,0,0,1,0,1,0
609,3.5553480614894135,2,1,0,140000.29,1,0,0,1,0,0,1,0,1,0,0
736,3.258096538021482,0,0,1,188037.76,0,1,0,1,0,0,1,0,1,0,0
723,2.995732273553991,4,1,1,140385.33,1,0,0,1,0,0,0,1,0,1,0
710,3.713572066704308,9,1,0,42131.26,0,1,0,1,0,0,0,1,1,0,1
503,3.7376696182833684,9,1,1,151336.96,0,1,0,0,1,0,1,0,1,0,0
733,3.6375861597263857,3,0,0,19658.43,1,0,0,1,0,0,1,0,1,0,0
661,3.713572066704308,5,0,1,88279.6,1,0,0,0,1,0,1,0,0,1,0
717,3.5553480614894135,4,1,1,167573.06,1,0,0,0,1,0,1,0,0,1,0
638,4.127134385045092,4,1,1,74241.09,0,1,0,0,1,0,0,1,1,0,0
594,3.912023005428146,7,1,1,183868.01,1,0,0,0,1,0,1,0,1,0,0
443,3.9889840465642745,3,1,1,70196.23,1,0,0,1,0,0,1,0,1,0,1
561,3.4657359027997265,6,1,0,139451.98,0,1,0,0,1,0,1,0,1,0,0
779,4.127134385045092,10,0,1,116977.89,1,0,0,0,1,0,1,0,1,0,0
514,3.828641396489095,3,1,0,55072.32,1,0,0,1,0,0,1,0,1,0,0
608,3.4011973816621555,8,0,0,142730.27,1,0,0,1,0,0,1,0,1,0,0
745,3.58351893845611,8,0,0,6078.46,0,1,0,0,1,0,1,0,1,0,0
633,3.2188758248682006,1,1,0,100598.98,1,0,0,0,1,0,1,0,0,1,0
660,3.4965075614664802,2,0,0,150422.35,0,0,1,0,1,0,1,0,1,0,0
558,3.4657359027997265,5,0,0,136301.1,1,0,0,0,1,0,1,0,1,0,0
456,3.367295829986474,5,1,1,153419.62,1,0,0,0,1,0,1,0,1,0,0
662,3.091042453358316,2,1,1,97382.8,1,0,0,1,0,0,0,1,1,0,0
667,3.58351893845611,9,1,1,40062.29,1,0,0,0,1,0,0,1,0,1,0
646,3.58351893845611,6,1,0,53217.3,0,1,0,1,0,0,0,1,1,0,0
522,3.713572066704308,5,1,1,14789.9,1,0,0,0,1,0,1,0,1,0,0
728,3.4011973816621555,10,0,1,37662.49,1,0,0,0,1,0,1,0,1,0,0
711,3.9512437185814275,8,0,1,131473.31,0,1,0,1,0,0,1,0,1,0,0
578,3.828641396489095,5,1,0,56770.76,1,0,0,0,1,0,1,0,1,0,0
649,3.8501476017100584,1,1,1,145593.85,1,0,0,0,1,0,0,1,0,1,0
555,3.1780538303479458,5,1,0,27513.47,1,0,0,0,1,0,0,1,0,1,0
613,3.8501476017100584,6,1,1,77146.14,1,0,0,0,1,0,1,0,1,0,0
850,3.784189633918261,8,1,1,183617.32,0,0,1,0,1,0,0,1,0,1,0
667,3.784189633918261,2,0,0,15120.86,1,0,0,0,1,0,1,0,1,0,0
631,3.4339872044851463,2,1,0,127630.88,0,0,1,1,0,0,0,1,1,0,0
601,3.6375861597263857,0,1,0,165196.65,1,0,0,1,0,0,0,1,0,1,0
655,3.6375861597263857,9,0,1,90490.33,0,0,1,0,1,0,1,0,0,1,0
655,3.4657359027997265,6,1,0,9241.83,0,1,0,1,0,0,1,0,1,0,1
699,3.5553480614894135,2,1,1,55324.49,0,0,1,0,1,0,0,1,1,0,0
579,3.6375861597263857,4,1,1,193130.55,1,0,0,1,0,0,1,0,1,0,0
542,3.4339872044851463,3,1,1,115217.59,1,0,0,1,0,0,0,1,0,1,0
629,3.6888794541139363,6,1,1,139356.3,1,0,0,1,0,0,0,1,0,1,0
627,4.007333185232471,6,0,0,91943.94,0,0,1,1,0,0,1,0,0,1,1
805,3.828641396489095,6,1,0,162643.15,1,0,0,0,1,1,0,0,1,0,1
815,3.332204510175204,6,0,1,185547.71,0,0,1,0,1,0,0,1,0,1,0
618,3.713572066704308,4,0,0,136435.75,0,0,1,0,1,0,1,0,1,0,0
812,3.784189633918261,8,1,0,66926.83,0,0,1,1,0,1,0,0,0,1,1
682,4.110873864173311,10,1,1,172141.33,1,0,0,0,1,0,1,0,1,0,0
489,3.4339872044851463,7,0,1,6120.84,1,0,0,1,0,0,1,0,1,0,0
599,3.784189633918261,10,1,1,31448.52,1,0,0,0,1,0,1,0,1,0,0
745,3.6375861597263857,7,1,1,194230.82,0,0,1,1,0,0,0,1,0,1,0
643,3.5553480614894135,2,0,0,67979.35,0,0,1,0,1,0,0,1,0,1,0
681,3.5263605246161616,3,0,0,55816.2,1,0,0,0,1,0,0,1,0,1,0
721,3.9889840465642745,5,1,1,4493.12,1,0,0,0,1,0,0,1,0,1,0
476,3.4657359027997265,6,0,0,112132.86,1,0,0,1,0,0,1,0,1,0,0
632,3.5263605246161616,2,0,0,165385.55,1,0,0,1,0,0,0,1,0,1,0
648,3.9889840465642745,7,1,0,172586.89,0,0,1,1,0,0,1,0,1,0,1
621,3.6888794541139363,8,1,0,172490.78,0,1,0,0,1,1,0,0,1,0,1
495,3.6375861597263857,2,1,1,47089.72,1,0,0,1,0,0,1,0,1,0,0
666,3.5553480614894135,2,1,0,175015.12,0,0,1,0,1,0,1,0,1,0,0
517,3.8066624897703196,4,0,0,172674.36,1,0,0,1,0,0,1,0,0,1,1
733,3.4339872044851463,9,1,1,115441.66,0,0,1,1,0,0,1,0,1,0,0
637,3.912023005428146,4,0,1,17323.0,0,1,0,0,1,0,1,0,1,0,1
668,3.332204510175204,4,1,0,193018.71,1,0,0,0,1,0,1,0,1,0,0
577,3.7612001156935624,8,1,0,135650.72,0,0,1,0,1,0,1,0,1,0,1
711,3.258096538021482,9,1,0,19262.05,0,1,0,0,1,0,1,0,1,0,0
730,3.4965075614664802,0,1,0,1474.79,1,0,0,0,1,0,0,1,0,1,0
848,3.5553480614894135,5,1,0,84710.65,0,0,1,0,1,0,0,1,1,0,0
615,3.4965075614664802,3,1,1,171657.57,0,1,0,1,0,0,0,1,1,0,0
561,3.044522437723423,4,1,1,36942.35,1,0,0,0,1,0,1,0,0,1,0
652,4.31748811353631,10,1,1,114675.75,0,0,1,1,0,0,0,1,0,1,0
672,3.6109179126442243,5,1,1,162763.01,1,0,0,0,1,0,1,0,1,0,0
498,3.367295829986474,8,1,1,46677.9,0,0,1,0,1,0,1,0,1,0,0
646,3.9512437185814275,6,0,1,68367.18,0,1,0,1,0,0,0,1,1,0,0
525,3.4965075614664802,4,0,0,55072.93,0,1,0,0,1,0,0,1,1,0,0
685,3.1354942159291497,5,0,0,141152.28,0,0,1,0,1,0,1,0,1,0,0
587,4.007333185232471,9,1,0,64593.07,1,0,0,0,1,0,1,0,0,1,0
507,3.4965075614664802,1,0,0,142911.99,1,0,0,1,0,0,1,0,1,0,0
635,4.356708826689592,6,1,1,119400.08,1,0,0,1,0,0,1,0,1,0,0
706,3.4011973816621555,3,1,1,110520.48,1,0,0,0,1,0,1,0,1,0,0
749,3.7376696182833684,2,0,1,185543.35,1,0,0,0,1,0,0,1,1,0,0
505,3.5263605246161616,10,0,1,126451.14,1,0,0,0,1,0,1,0,1,0,0
632,3.332204510175204,7,1,0,1843.24,0,0,1,0,1,0,1,0,1,0,0
624,3.9512437185814275,0,0,0,4859.59,0,1,0,1,0,0,1,0,1,0,1
611,3.5553480614894135,10,1,1,23598.23,1,0,0,0,1,0,1,0,0,1,1
707,4.060443010546419,6,0,1,126471.13,1,0,0,0,1,0,1,0,1,0,0
670,3.7376696182833684,5,1,1,100324.01,0,1,0,1,0,1,0,0,1,0,0
639,3.6109179126442243,5,0,1,173386.95,1,0,0,0,1,0,1,0,1,0,0
621,3.8501476017100584,7,1,1,66799.28,0,1,0,0,1,0,1,0,1,0,0
523,3.5263605246161616,7,1,0,62030.06,0,0,1,0,1,0,0,1,0,1,0
826,3.4011973816621555,5,0,1,157397.57,1,0,0,1,0,0,0,1,0,1,0
567,3.1354942159291497,9,0,1,81425.61,1,0,0,1,0,0,1,0,1,0,0
724,3.367295829986474,4,1,0,8982.75,1,0,0,0,1,0,1,0,0,1,0
769,3.7612001156935624,4,1,1,87537.32,0,1,0,0,1,0,0,1,1,0,0
531,3.6109179126442243,1,1,0,4606.97,1,0,0,1,0,0,1,0,0,1,0
609,3.258096538021482,7,1,0,98463.99,1,0,0,0,1,0,0,1,0,1,0
714,3.5263605246161616,5,1,0,193040.32,0,0,1,0,1,0,0,1,0,1,0
731,3.6109179126442243,3,0,0,172718.35,0,1,0,0,1,0,1,0,1,0,1
604,3.332204510175204,6,1,1,69056.26,0,0,1,1,0,0,0,1,0,1,0
597,3.4965075614664802,9,1,0,49374.82,1,0,0,0,1,0,0,1,0,1,0
661,3.295836866004329,3,1,1,76889.79,1,0,0,1,0,0,0,1,0,1,0
521,3.2188758248682006,7,1,1,157878.67,1,0,0,0,1,0,0,1,0,1,0
435,3.58351893845611,4,1,1,197015.2,1,0,0,0,1,0,1,0,0,1,0
850,4.219507705176107,5,1,1,186335.07,1,0,0,0,1,0,1,0,1,0,0
507,3.828641396489095,6,1,1,51424.29,0,0,1,0,1,0,1,0,1,0,0
850,4.04305126783455,8,1,1,132298.49,0,0,1,1,0,0,0,1,1,0,0
481,3.332204510175204,10,1,0,145215.96,1,0,0,1,0,0,0,1,0,1,0
663,3.7612001156935624,4,1,0,149401.33,1,0,0,0,1,0,0,1,1,0,0
592,4.189654742026425,5,1,1,76267.59,1,0,0,1,0,0,1,0,1,0,0
679,3.784189633918261,3,1,0,1568.91,1,0,0,1,0,0,0,1,1,0,0
786,3.5263605246161616,9,1,0,117034.32,0,0,1,1,0,0,0,1,0,1,0
719,3.4657359027997265,9,1,1,77119.45,1,0,0,0,1,0,1,0,1,0,0
731,3.4965075614664802,4,1,1,74945.11,1,0,0,0,1,0,0,1,0,1,0
606,4.2626798770413155,8,1,1,169741.96,1,0,0,1,0,0,0,1,0,1,0
724,3.9889840465642745,8,1,1,136902.01,0,1,0,0,1,0,1,0,1,0,0
573,3.8501476017100584,8,1,0,29586.73,1,0,0,1,0,0,1,0,1,0,0
491,4.110873864173311,8,0,1,139861.53,0,0,1,1,0,0,0,1,0,1,0
729,3.258096538021482,4,1,0,39356.38,0,1,0,0,1,0,0,1,1,0,0
655,3.6109179126442243,6,1,0,1775.52,1,0,0,0,1,0,0,1,1,0,0
701,3.871201010907891,1,1,1,133992.36,0,1,0,1,0,0,1,0,1,0,0
841,3.5263605246161616,4,1,0,141582.66,1,0,0,0,1,0,0,1,0,1,0
627,3.4339872044851463,8,1,0,96131.47,1,0,0,0,1,0,1,0,1,0,0
559,3.5263605246161616,5,1,1,66879.27,1,0,0,1,0,0,0,1,1,0,0
543,3.5263605246161616,8,0,1,145601.8,1,0,0,1,0,0,0,1,0,1,0
654,3.6888794541139363,3,1,0,167889.1,1,0,0,1,0,0,0,1,0,1,0
639,3.6375861597263857,4,0,1,118974.77,1,0,0,1,0,0,0,1,1,0,0
617,4.30406509320417,10,1,1,53949.98,1,0,0,0,1,0,0,1,0,1,0
703,3.7376696182833684,7,0,1,72500.68,1,0,0,1,0,0,0,1,0,1,0
519,3.7376696182833684,8,1,1,101485.72,1,0,0,0,1,0,0,1,0,1,0
549,3.367295829986474,8,1,1,189558.44,1,0,0,1,0,0,0,1,0,1,0
452,3.4965075614664802,6,1,0,151623.91,1,0,0,1,0,0,0,1,1,0,0
